#OTU_num	Day.1	Day.29	Taxonomy
ASV1079	5	3	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__unidentified_Rhizobiales;g__Bauldia;s__
ASV1080	5	3	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Pleomorphomonadaceae;g__Prosthecomicrobium;s__
ASV1081	7	0	k__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Blastocatellales;f__Blastocatellaceae
ASV1082	2	4	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae
ASV1083	8	0	k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Thermomicrobiales;f__JG30-KF-CM45;g__;s__
ASV1084	2	3	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidetes_VC2.1_Bac22;f__;g__;s__
ASV1085	8	0	k__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__;g__;s__
ASV1086	4	3	k__Bacteria;p__Firmicutes;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__Syntrophomonas;s__Syntrophomonas_sapovorans
ASV1087	7	0	k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium
ASV1088	0	8	k__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__Christensenellaceae_R-7_group
ASV1089	7	0	k__Bacteria;p__Acidobacteriota;c__d142;o__;f__;g__;s__
ASV1090	0	7	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus
ASV1091	0	5	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Proteiniclasticum
ASV1092	0	5	k__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Thermovirga;s__
ASV1093	2	2	k__Bacteria;p__Firmicutes;c__Clostridia;o__Caldicoprobacterales;f__Caldicoprobacteraceae;g__Caldicoprobacter;s__
ASV1094	0	5	k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Beutenbergiaceae;g__Salana;s__
ASV1095	0	6	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Petrimonas;s__
ASV1096	0	6	k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Thermomicrobiales;f__JG30-KF-CM45;g__unidentified_JG30-KF-CM45;s__bacterium_QTYC46b
ASV1097	0	5	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__RBG-13-54-9;f__;g__;s__
ASV1098	0	6	k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Nocardiaceae;g__Rhodococcus
ASV1099	0	6	k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Leucobacter
ASV1100	0	5	k__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__Christensenellaceae_R-7_group;s__
ASV1101	0	6	k__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__;s__
ASV1102	0	6	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium
ASV1103	0	8	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium
ASV1104	0	8	k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelotrichaceae_UCG-003
ASV1105	0	8	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter
ASV1106	0	8	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Parapedobacter
ASV1107	0	8	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Proteiniclasticum;s__
ASV1108	0	8	k__Bacteria;p__Firmicutes;c__Bacilli;o__Exiguobacterales;f__Exiguobacteraceae;g__Exiguobacterium
ASV1109	0	8	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae;g__Devosia
ASV1110	0	8	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Vagococcaceae;g__Vagococcus
ASV1111	0	8	k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Micrococcus
ASV1112	0	8	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Jeotgalibaca
ASV1113	0	8	k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Paeniclostridium
ASV1114	0	8	k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Nocardiaceae;g__Gordonia
ASV1115	0	8	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae
ASV1116	0	8	k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Propioniciclava
ASV1117	0	8	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Luteimonas
ASV1118	0	8	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sandaracinobacter;s__
ASV1119	5	0	k__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__Cloacimonadaceae;g__W5;s__
ASV1120	5	0	k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Kineosporiales;f__Kineosporiaceae
ASV1121	0	6	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__MSB-5E12;f__;g__;s__
ASV1122	0	5	k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__;s__
ASV1123	0	7	k__Bacteria;p__Firmicutes;c__Clostridia;o__Caldicoprobacterales;f__Caldicoprobacteraceae;g__Caldicoprobacter;s__
ASV1124	7	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Lautropia;s__
ASV1125	7	0	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__;s__
ASV1126	6	0	k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Tessaracoccus;s__
ASV1127	6	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__Christensenellaceae_R-7_group;s__
ASV1128	5	3	k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Pseudonocardia
ASV1129	3	3	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Tistrellales;f__Geminicoccaceae;g__Candidatus_Alysiosphaera;s__
ASV1130	7	0	k__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales
ASV1131	6	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Alcaligenes
ASV1132	6	0	k__Bacteria;p__WPS-2;c__unidentified_WPS-2;o__unidentified_WPS-2;f__unidentified_WPS-2;g__unidentified_WPS-2;s__Burkholderiales_bacterium_Beta_02
ASV1133	4	3	k__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__LWQ8;g__;s__
ASV1134	6	0	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinilabiliaceae;g__;s__
ASV1135	8	0	k__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__SJA-28;f__;g__;s__
ASV1136	7	0	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__
ASV1137	5	1	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__Nitrosomonas;s__Nitrosomonas_sp_PY1
ASV1138	0	8	k__Bacteria;p__Firmicutes
ASV1139	5	2	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__;s__
ASV1140	4	2	k__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Syner-01;s__
ASV1141	5	5	k__Bacteria;p__Actinobacteriota;c__RBG-16-55-12;o__;f__;g__;s__
ASV1142	2	4	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis
ASV1143	3	4	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Tistrellales;f__Geminicoccaceae;g__Candidatus_Alysiosphaera;s__
ASV1144	6	1	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SJA-15;f__;g__;s__
ASV1145	0	6	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__;s__
ASV1146	0	7	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__Mariniphaga;s__
ASV1147	0	6	k__Bacteria;p__Armatimonadota;c__;o__;f__;g__;s__
ASV1148	2	3	k__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__Christensenellaceae_R-7_group;s__Clostridium_sp_enrichment_culture_clone_VanCtr93
ASV1149	3	3	k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Luteococcus;s__
ASV1150	0	6	k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptococcales;f__Peptococcaceae;g__;s__
ASV1151	7	0	k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Frankiales;f__Nakamurellaceae;g__Nakamurella
ASV1152	2	3	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae
ASV1153	2	5	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
ASV1154	6	0	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Fermentimonas;s__Fermentimonas_caenicola
ASV1155	5	0	k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_minihominis
ASV1156	0	5	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas
ASV1157	0	6	k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Thermomicrobiales;f__JG30-KF-CM45;g__unidentified_JG30-KF-CM45;s__bacterium_QTYC46b
ASV1158	0	6	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae
ASV1159	0	4	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Alicycliphilus
ASV1160	0	4	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_sensu_stricto_1
ASV1161	0	5	k__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__67-14;g__;s__
ASV1162	0	4	k__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Syntrophaceae;g__Syntrophus;s__
ASV1163	0	5	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Hydrogenophaga
ASV1164	0	5	k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Frankiales;f__Frankiaceae;g__Jatrophihabitans;s__
ASV1165	0	9	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Longilinea;s__
ASV1166	3	2	k__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptospiraceae;g__RBG-16-49-21;s__
ASV1167	0	7	k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__UCG-010;g__;s__
ASV1168	2	2	k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__OPB41;f__;g__;s__
ASV1169	0	5	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Rhodovastum;s__
ASV1170	0	5	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Pedomicrobium;s__
ASV1171	0	5	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Lysinibacillus
ASV1172	2	3	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
ASV1173	0	4	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium;s__
ASV1174	0	5	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Anaerolinea;s__
ASV1175	0	4	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Pedomicrobium;s__
ASV1176	6	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__Thiothrix
ASV1177	0	4	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter
ASV1178	0	7	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
ASV1179	0	5	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__;s__
ASV1180	5	0	k__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarciniales;f__Methanosaetaceae;g__Methanosaeta
ASV1181	5	0	k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Thermomicrobiales;f__JG30-KF-CM45;g__;s__
ASV1182	5	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptococcales;f__Peptococcaceae;g__;s__
ASV1183	4	0	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__;s__
ASV1184	0	7	k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Thermomicrobiales;f__JG30-KF-CM45;g__;s__
ASV1185	0	7	k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Thermomicrobiales;f__JG30-KF-CM45;g__unidentified_JG30-KF-CM45;s__bacterium_QTYC46b
ASV1186	0	7	k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium
ASV1187	0	7	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Achromobacter
ASV1188	2	2	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Aminobacter
ASV1189	0	7	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Arenimonas;s__bacterium_CYCU-0215
ASV1190	0	7	k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Nocardiaceae;g__Rhodococcus
ASV1191	0	7	k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Subdoligranulum;s__
ASV1192	0	7	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae
ASV1193	0	7	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__Parvibaculaceae;g__Parvibaculum;s__
ASV1194	0	7	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
ASV1195	0	7	k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Frankiales;f__Geodermatophilaceae;g__Antricoccus
ASV1196	0	7	k__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Jeotgalicoccus
ASV1197	0	6	k__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__Christensenellaceae_R-7_group;s__
ASV1198	5	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae
ASV1199	0	6	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SBR1031;f__;g__;s__
ASV1200	2	4	k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__UCG-010;g__;s__
ASV1201	5	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__Christensenellaceae_R-7_group
ASV1202	6	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium
ASV1203	5	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__CCM19a;f__;g__;s__
ASV1204	5	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Holosporales;f__Holosporaceae;g__;s__
ASV1205	6	0	k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Thermomicrobiales;f__JG30-KF-CM45;g__unidentified_JG30-KF-CM45;s__bacterium_QTYC46b
ASV1206	4	1	k__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__;s__
ASV1207	5	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Acetobacterium
ASV1208	7	0	k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Thermomicrobiales;f__JG30-KF-CM45;g__;s__
ASV1209	1	5	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium
ASV1210	4	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__Christensenellaceae
ASV1211	5	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__NK4A214_group;s__
ASV1212	7	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__Thiothrix
ASV1213	1	5	k__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Candidatus_Nitrocosmicus;s__
ASV1214	4	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__UCG-010;g__;s__
ASV1215	5	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Family_XI;g__Tissierella
ASV1216	5	0	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinilabiliaceae;g__Ruminofilibacter;s__
ASV1217	7	0	k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter_acididurans
ASV1218	0	7	k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae
ASV1219	7	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__unidentified_Comamonadaceae;s__Comamonadaceae_bacterium_OTSz_B_231
ASV1220	3	2	k__Bacteria;p__Firmicutes;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae
ASV1221	4	3	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Xanthobacter
ASV1222	4	1	k__Bacteria;p__Patescibacteria
ASV1223	0	6	k__Bacteria;p__Firmicutes;c__Clostridia;o__Caldicoprobacterales;f__Caldicoprobacteraceae;g__Caldicoprobacter;s__
ASV1224	5	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Dokdonella;s__
ASV1225	0	5	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus_infernus
ASV1226	0	8	k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Thermomicrobiales;f__JG30-KF-CM45;g__;s__
ASV1227	0	5	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter
ASV1228	0	6	k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__OPB41;f__;g__;s__
ASV1229	0	6	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae
ASV1230	0	6	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Pseudogracilibacillus
ASV1231	0	5	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Thauera;s__Thauera_terpenica
ASV1232	0	5	k__Bacteria;p__Firmicutes;c__unidentified_Firmicutes;o__DTU014;f__;g__;s__
ASV1233	2	5	k__Bacteria;p__Verrucomicrobiota;c__Chlamydiae;o__Chlamydiales;f__Parachlamydiaceae;g__unidentified_Parachlamydiaceae;s__Neochlamydia_sp_Trut23-12-2015_Venoge-Embouchure
ASV1234	0	5	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Thiopseudomonas;s__Thiopseudomonas_denitrificans
ASV1235	3	2	k__Bacteria;p__Caldatribacteriota;c__JS1;o__;f__;g__;s__
ASV1236	5	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Ottowia
ASV1237	5	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudorhodobacter
ASV1238	0	6	k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Hungateiclostridiaceae;g__Ruminiclostridium
ASV1239	5	0	k__Bacteria;p__Patescibacteria;c__Dojkabacteria;o__unidentified_Dojkabacteria;f__unidentified_Dojkabacteria;g__unidentified_Dojkabacteria;s__candidate_division_WS6_bacterium_GW2011_GWE2_33_157
ASV1240	0	4	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__RBG-13-54-9;f__;g__;s__
ASV1241	0	4	k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Micromonospora
ASV1242	0	4	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Paenalcaligenes;s__
ASV1243	0	4	k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales
ASV1244	0	4	k__Bacteria;p__Firmicutes;c__Bacilli;o__Exiguobacterales;f__Exiguobacteraceae;g__Exiguobacterium
ASV1245	0	4	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus
ASV1246	0	6	k__Bacteria;p__Desulfobacterota;c__Syntrophorhabdia;o__Syntrophorhabdales;f__Syntrophorhabdaceae;g__Syntrophorhabdus;s__
ASV1247	0	4	k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Epulopiscium;s__
ASV1248	0	5	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae
ASV1249	1	3	k__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Sphaerochaeta;s__
ASV1250	0	4	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Luteimonas
ASV1251	0	5	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Bosea
ASV1252	0	4	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__;s__
ASV1253	0	5	k__Bacteria;p__Firmicutes;c__unidentified_Firmicutes;o__DTU014;f__;g__;s__
ASV1254	0	4	k__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus
ASV1255	2	3	k__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Pir4_lineage
ASV1256	0	4	k__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__Christensenellaceae_R-7_group;s__Clostridiales_bacterium_enrichment_culture_clone_LDC-1
ASV1257	0	4	k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella
ASV1258	1	2	k__Bacteria;p__Patescibacteria;c__ABY1;o__Candidatus_Falkowbacteria;f__;g__;s__
ASV1259	0	5	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium
ASV1260	0	5	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium
ASV1261	0	7	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Moheibacter;s__
ASV1262	0	8	k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__;s__
ASV1263	0	5	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Thermomonas
ASV1264	4	0	k__Bacteria;p__Firmicutes;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__Syntrophomonas;s__
ASV1265	0	5	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Thermomonas
ASV1266	0	7	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae
ASV1267	0	6	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga
ASV1268	4	0	k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Leucobacter
ASV1269	4	0	k__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__;s__
ASV1270	4	0	k__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales
ASV1271	4	0	k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Propioniciclava;s__
ASV1272	4	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SC-I-84;g__;s__
ASV1273	4	0	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__MgMjR-022;g__;s__
ASV1274	4	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Sedimentibacteraceae;g__Sedimentibacter;s__Sedimentibacter_sp_E177
ASV1275	4	0	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Rikenellaceae_RC9_gut_group;s__
